,text,blockInfo
197,"I= Eedi
A
Ⓒ Eedi 2018
Which of the following is an example of associativity?
2x6=6x2
2 x (5 x 6) = (2x 5) x 6
B
D
VA
2 x (5+6)=2x5+2x6
2 x (5+6)= (2+5) X6","[[48.0, 20.0], [50.5, 207.5], [41.0, 465.0], [325.5, 101.0], [154.0, 206.0], [192.5, 330.5], [372.0, 208.5], [371.0, 327.5], [619.0, 21.0], [514.0, 207.5], [515.0, 332.0]]"
198,"I= Eedi
Ⓒ Eedi 2018
Tom and Katie are trying to calculate the answer to 29 x 8
A
Only
Tom
Tom does this: 30 x 8-1 × 8
Katie does this: 29 × 2 × 2 × 2
B
Who is correct?
Only
Katie
C
Both Tom
and Katie
D
Neither is
correct","[[48.0, 20.0], [41.0, 465.0], [328.0, 83.0], [93.0, 332.0], [93.0, 396.0], [328.0, 132.5], [328.5, 183.5], [242.0, 332.0], [327.0, 235.0], [242.5, 397.0], [392.5, 333.0], [400.0, 395.5], [540.0, 332.5], [542.0, 396.0]]"
199,"I= Eedi
0000
Ⓒ Eedi 2018
How many floors does John need to go down
to get from his flat to the gym?
A
John's flat is on floor 4.
The gym is on floor -1.
5
B
3
C
6
D
4
VA","[[48.5, 20.5], [47.5, 133.0], [41.0, 465.0], [362.5, 203.5], [168.5, 340.0], [361.5, 113.0], [167.0, 402.5], [287.0, 341.0], [285.5, 403.5], [407.5, 340.0], [405.0, 403.0], [544.5, 340.5], [542.0, 401.5], [619.0, 21.0]]"
200,"I= Eedi
A
Ⓒ Eedi 2018
What is an
expression for the
perimeter of this
rectangle?
2a + 2b
B
ab
a
a+b
b
D
Not enough
information
VA","[[48.5, 20.0], [93.0, 326.0], [41.0, 465.0], [189.5, 163.0], [91.0, 379.5], [242.0, 326.0], [239.5, 378.5], [387.5, 198.5], [390.5, 377.5], [496.0, 161.5], [540.0, 326.5], [542.0, 380.5], [619.0, 21.5]]"
201,"I= Eedi
Ⓒ Eedi 2018
A
Which angle is alternate to angle p?
A
B
B
D
Р
C
D
VA","[[48.0, 21.0], [41.0, 465.0], [106.0, 414.0], [319.0, 65.0], [232.0, 327.0], [270.0, 253.5], [256.5, 414.0], [281.5, 314.5], [367.0, 248.0], [401.0, 180.5], [554.0, 414.0], [619.0, 21.5]]"
202,"I= Eedi
2
11 12
80
7
Ⓒ Eedi 2018
A
•
CV
Only Julie
After lunch, Julie and Kate both look at
their watches.
Julie says the time is ""twelve thirty""
Kate says the time is 13:30
B
Only Kate
Who is correct?
Both Julie
and Kate are
correct
D
Both Julie
and Kate are
incorrect","[[48.5, 20.0], [70.5, 129.0], [93.75, 113.5], [76.0, 176.5], [41.0, 465.0], [93.5, 295.5], [122.0, 117.25], [135.5, 129.0], [95.5, 362.5], [383.5, 82.0], [382.5, 161.0], [242.5, 296.0], [244.5, 361.0], [383.5, 223.5], [394.0, 376.0], [540.5, 295.5], [541.0, 375.5]]"
203,"I= Eedi
What is the
perimeter of this
compound shape
made with
rectangles?
A
34 cm
Ⓒ Eedi 2018
B
31 cm
3cm
4cm
24 cm
7cm
10cm
D
[not to scale]
DA
Not enough
information","[[48.5, 21.0], [135.0, 147.5], [93.0, 327.0], [91.5, 379.0], [41.0, 465.0], [242.0, 326.0], [241.0, 379.5], [364.0, 205.5], [428.5, 158.5], [391.5, 379.0], [465.0, 255.0], [563.5, 158.5], [540.0, 326.5], [596.0, 60.5], [620.0, 21.5], [542.0, 386.5]]"
204,"I= Eedi
ad
y
Which set of coordinates is
not on the perimeter of the
rectangle?
(-3,0)
x
B (2,-1)
C
(-3,-1)
pd
D (-2,2)","[[23.5, 10.5], [17.5, 231.5], [104.0, 31.5], [253.0, 51.0], [197.0, 122.5], [248.0, 112.5], [225.0, 154.5], [266.0, 153.5], [306.5, 9.5], [250.5, 194.5]]"
205,"I= Eedi
A
C
Ⓒ Eedi 2018
What does the vector (5) mean?
5 right and 2 down
5 right and 2 up
B
D
5 left and 2 down
5 left and 2 up
KX1","[[48.0, 20.0], [71.5, 245.0], [72.0, 378.5], [41.0, 465.0], [315.0, 121.5], [202.0, 245.5], [190.0, 375.5], [393.0, 245.0], [393.0, 374.5], [516.5, 245.5], [505.0, 376.0], [607.5, 21.5]]"
206,"I= Eedi
Jo and Paul are talking about
creating equations using the
diagram on the right.
Jo says: 3(2w + r) = 4g
Paul says: 2(p+2w) = 4g
Who is correct?
© 2018
A
Only
Jo
B
Only
Paul
P
C
Both Jo
and Paul
9
D
Neither is
correct
DH","[[23.0, 10.5], [72.5, 51.5], [73.0, 114.5], [19.5, 232.5], [46.5, 177.0], [47.0, 209.0], [121.0, 177.0], [120.5, 209.5], [194.5, 120.5], [196.0, 177.0], [200.0, 209.5], [236.5, 120.5], [270.5, 177.0], [272.0, 208.5], [310.5, 9.5]]"
207,"I= Eedi
Ⓒ Eedi 2018
A
45°
What is the size of angle y?
B
5yº
36°
30°
[not to scale]
D
Not enough
information
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 327.0], [92.5, 378.0], [318.5, 245.5], [242.5, 326.5], [374.0, 96.5], [240.0, 377.0], [394.0, 379.5], [569.5, 191.0], [540.0, 326.5], [542.0, 391.5], [619.0, 21.5]]"
208,"I= Eedi
Ⓒ Eedi 2018
A group of 7 friends shares 3 chocolate bars equally.
What fraction of a bar do they each get?
A
317
B
7
1
3
D
7/3
VA","[[48.0, 21.0], [41.0, 465.0], [320.0, 139.0], [93.0, 291.0], [92.0, 354.5], [242.5, 291.0], [242.5, 370.5], [392.0, 361.0], [540.0, 290.5], [538.5, 359.5], [619.0, 21.0]]"
209,"I= Eedi
Which statement about the temperatures -5°C and 2°C is true?
A
2°C is 3°C
hotter than
-5°C
Ⓒ Eedi 2018
B
2°C is 7°C
hotter than
- 5°C
2°C is 3°C
colder than
-5°C
D
2°C is 7°C
colder than
-5°C","[[48.0, 20.0], [325.5, 133.0], [93.5, 283.0], [93.5, 372.0], [41.0, 465.0], [242.5, 283.0], [242.5, 372.5], [389.0, 372.0], [540.0, 282.0], [540.0, 372.5]]"
210,"I= Eedi
3k-2 <m
Using the diagram on the
right, is the expression
above...
Ⓒ Eedi 2018
A
always
true
B
sometimes
true
k
(
never
true
k
m
k
Need more
information","[[48.5, 20.0], [156.0, 111.0], [152.0, 199.0], [41.0, 465.0], [93.5, 332.0], [95.5, 397.0], [241.5, 332.0], [236.5, 397.0], [367.5, 107.5], [392.0, 334.0], [394.0, 398.5], [458.0, 106.0], [460.5, 228.5], [549.0, 105.0], [539.5, 395.5]]"
211,"I= Eedi
Ⓒ Eedi 2018
A
40
A common factor of 8 and 20 is...
B
20
8
D
4","[[48.0, 20.0], [41.0, 465.0], [93.5, 283.0], [90.5, 346.5], [319.0, 143.5], [242.5, 283.0], [240.0, 345.0], [391.5, 347.0], [540.5, 282.5], [540.0, 345.5]]"
212,"I= Eedi
A
Ⓒ Eedi 2018
What word do we use to describe the relationship:
Commutativity
7x95x9+2x9
B
Factors
(
Associativity
D
Distributivity","[[48.0, 20.0], [92.5, 332.5], [41.0, 465.0], [325.5, 139.5], [95.0, 390.0], [326.0, 190.0], [242.5, 332.0], [243.0, 390.0], [392.0, 334.5], [384.5, 391.0], [540.0, 332.5], [551.0, 389.0]]"
213,"I= Eedi
Ⓒ Eedi 2018
If 12 is a factor of a number, then another factor of
that number must be...
A
5 and 7
B
4
24
Impossible to say
VA","[[48.0, 21.0], [41.0, 465.0], [321.0, 130.0], [93.5, 283.0], [96.0, 347.0], [242.5, 283.0], [241.5, 347.5], [391.5, 347.5], [542.0, 349.0], [619.0, 21.5]]"
214,"I= Eedi
Tom and Katie are arguing about
the diagram on the right.
Tom says it shows: p + q < 360°
Katie says it shows: p + q = 270º
Ⓒ Eedi 2018
A
Who is correct?
Only
Tom
B
Only
Katie
pº
C
Both Tom
and Katie
qº
D
Neither is
correct
VA","[[48.5, 20.5], [179.0, 145.5], [41.0, 465.0], [92.5, 332.0], [177.0, 259.0], [93.0, 396.0], [242.5, 332.0], [242.5, 397.0], [395.0, 174.5], [389.5, 331.5], [400.0, 395.5], [475.0, 93.0], [540.0, 332.5], [545.5, 396.0], [619.0, 21.5]]"
215,"I= Eedi
A
Which of the following triangles does not have the
same area as the others?
ⒸEedi 2018
6
4
3
8
[not to scale] [all measurements in cm]
5
B
D
3
8
They all have the
same area
6","[[48.5, 20.0], [67.5, 194.0], [318.5, 90.5], [40.5, 464.0], [115.5, 210.5], [157.5, 260.5], [180.0, 355.0], [109.0, 409.5], [251.5, 337.0], [358.0, 194.0], [358.0, 332.5], [459.5, 253.5], [474.5, 179.0], [492.5, 352.0], [575.0, 197.5]]"
216,"I= Eedi
Which of the
following is the best
estimate of the size of
this angle?
Ⓒ Eedi 2018
A
45°
B
100°
200°
D
260°","[[48.5, 21.0], [130.5, 167.5], [41.0, 465.0], [93.0, 327.0], [90.0, 377.5], [242.0, 326.0], [240.5, 379.0], [390.5, 377.5], [540.0, 325.5], [546.5, 377.0]]"
217,"I= Eedi
k<+1
Using the diagram on the
right, is the expression
above...
Ⓒ Eedi 2018
A
always
true
B
sometimes
true
k
(
never
true
k
m
k
D
Need more
information","[[48.0, 20.0], [142.0, 111.0], [152.0, 198.5], [41.0, 465.0], [93.5, 332.0], [95.5, 396.5], [241.5, 332.0], [240.5, 397.5], [367.5, 106.5], [392.0, 334.0], [394.0, 398.5], [458.0, 106.0], [460.5, 228.5], [549.0, 105.0], [540.0, 332.5], [539.5, 401.0]]"
218,"I= Eedi
Ⓒ Eedi 2018
A
Jo and Paul are arguing about quadrilaterals.
Jo says a rectangle always has diagonals of equal length.
Paul says a parallelogram always has diagonals of equal
length.
Only
Jo
B
Only
Paul
Who is correct?
Both Jo
and Paul
D
Neither is
correct","[[48.5, 21.0], [41.0, 465.0], [93.0, 332.0], [323.0, 142.5], [93.0, 395.0], [242.0, 332.0], [242.0, 397.0], [323.5, 242.0], [400.5, 396.0], [540.0, 332.5], [545.5, 396.0]]"
219,"I= Eedi
Ⓒ Eedi 2018
Which of the following symbols should go in the box so
that the number sentence is correct?
(3)² + (-16)
(-5)²
A
V
B
||
C
V
D
VI","[[48.0, 21.0], [41.0, 465.0], [313.5, 160.0], [93.5, 283.0], [85.0, 336.5], [242.5, 283.0], [243.5, 333.5], [393.0, 283.0], [389.0, 333.5], [540.5, 282.5], [542.0, 333.5]]"
220,"I= Eedi
Ⓒ Eedi 2018
A
0.54
B
0.30
18
30
||
?
0.18
D
0.6","[[48.0, 20.0], [41.0, 465.0], [92.5, 312.0], [93.5, 375.0], [242.5, 311.0], [242.0, 375.5], [295.5, 145.5], [327.0, 146.0], [354.0, 145.5], [392.0, 376.0], [541.0, 311.5], [538.5, 375.0]]"
221,"I= Eedi
Ⓒ Eedi 2018
-1
A
B
B
D
KX1
This triangle is
reflected in the line
y = x
Which point is a
reflection of the red
point?
D","[[48.5, 20.5], [41.0, 465.0], [84.0, 213.0], [83.5, 404.0], [122.5, 334.5], [226.0, 404.0], [391.0, 67.5], [607.5, 21.5], [514.5, 130.0], [514.0, 232.0], [513.0, 406.5]]"
222,"I= Eedi
100 seconds
© 2018
Order the times from longest to shortest.
A
A, B, C, D
2 minutes
B
B
D, C, A, B
1 minutes
с
A, C, D, B
1 minute 20
seconds
D
D
B, A, C, D
DH","[[23.0, 10.0], [56.0, 74.0], [19.5, 232.5], [159.0, 40.5], [54.0, 105.5], [52.0, 189.5], [133.0, 74.5], [121.0, 158.5], [131.5, 107.0], [121.5, 189.0], [207.5, 77.0], [208.5, 106.0], [196.5, 189.5], [277.5, 89.5], [270.5, 159.0], [271.0, 189.0], [309.5, 9.0]]"
223,"I= Eedi
A
Ⓒ Eedi 2018
Write 60 as a product of prime factors.
2 x 2 x 3 x 1 x 5
B
2x3x5x5
C
6 x 10
D
2 x 3 x 2 x 5
VA","[[48.0, 20.0], [94.0, 283.0], [41.0, 465.0], [325.5, 149.0], [92.5, 347.5], [242.5, 283.0], [255.0, 346.5], [393.0, 283.0], [393.0, 347.0], [542.0, 282.5], [548.5, 346.5], [619.0, 21.0]]"
224,"I= Eedi
The blue shape is rotated 90° anticlockwise about (-2, 2). Which
shape gives the correct answer?
Ⓒ Eedi 2018
A
-6
B
-4
D
C
-2
U
-1
A
0
-1
B
D","[[313.0, 55.5], [41.0, 465.0], [109.5, 405.5], [225.5, 276.0], [231.0, 405.0], [281.5, 275.0], [293.0, 230.0], [293.5, 344.0], [338.0, 275.5], [354.0, 405.5], [365.5, 275.5], [378.5, 229.0], [389.0, 276.0], [386.5, 298.0], [408.5, 342.5], [472.0, 406.0]]"
225,"I= Eedi
Ⓒ Eedi 2018
A
1
What is the highest common factor of 2, 6 and 9?
B
2
18
They do not have
a Highest
Common Factor
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 283.0], [95.0, 346.5], [330.5, 166.0], [242.5, 283.0], [242.5, 347.0], [391.0, 346.5], [540.5, 370.5], [619.0, 21.5]]"
226,"I= Eedi
This is a number from the
Mayan number system.
What number is it?
Ⓒ Eedi 2018
A
60
B
30
100
D
3","[[48.5, 21.0], [175.5, 145.5], [41.0, 465.0], [93.0, 283.0], [93.0, 346.5], [242.5, 283.0], [239.5, 346.5], [387.0, 347.0], [540.0, 282.5], [544.5, 347.5]]"
227,"I= Eedi
Which image completes a symmetric figure using
the red line of symmetry?
Ⓒ Eedi 2018
A
B
D
DA","[[48.5, 20.5], [237.0, 95.5], [41.0, 465.0], [99.0, 392.5], [246.5, 392.0], [540.5, 393.0], [620.5, 21.5]]"
228,"I= Eedi
P
(-4,7)
Ⓒ Eedi 2018
A
(-1,2)
y
R
(2,-3)
B
(-2,4)
X
Points P, Q and R are
equally spaced along the line
segment.
The coordinates of P and R
are marked on the diagram.
What are the coordinates
of Q?
(-1,3)
D
(-2,2)","[[48.5, 20.5], [96.5, 72.5], [64.0, 101.5], [40.5, 465.0], [93.0, 376.0], [93.0, 422.0], [179.5, 53.0], [281.0, 248.5], [243.5, 377.0], [243.0, 421.5], [340.0, 188.5], [499.0, 103.5], [494.5, 212.5], [485.0, 303.0], [393.0, 423.0], [541.0, 375.5], [542.5, 421.5]]"
229,"I= Eedi
How many lines of symmetry does this parallelogram have?
Ⓒ Eedi 2018
A
0
B
1
2
D
4","[[48.0, 20.0], [319.0, 302.5], [41.0, 465.0], [97.0, 374.5], [95.0, 422.0], [245.0, 374.5], [246.5, 421.5], [395.0, 421.0], [544.5, 374.0], [544.0, 422.0]]"
230,"I= Eedi
Using the key on the right,
which of the following
symbols should replace the
star in terms of length?
Ⓒ Eedi 2018
p+q
A
V
r
B
V
11
r
P
:2
D
р
Need more
information
PA
A","[[48.0, 21.0], [154.5, 118.0], [41.0, 465.0], [123.5, 223.5], [93.5, 342.0], [90.5, 397.5], [219.5, 222.5], [242.0, 342.0], [241.0, 395.5], [392.0, 396.5], [454.0, 153.5], [524.5, 155.5], [519.5, 235.5], [540.0, 342.5], [594.0, 160.0], [543.0, 396.5], [618.0, 20.5], [592.5, 234.0]]"
231,"I= Eedi
If the two dashed
lines are parallel,
what is the size of
angle p?
Ⓒ Eedi 2018
A
75°
B
85°
95°
95°
2
po
D
[not to scale]
Not enough
information","[[48.0, 21.0], [134.0, 150.5], [41.0, 465.0], [92.5, 326.0], [92.0, 378.0], [242.0, 326.0], [243.0, 377.0], [390.5, 377.5], [424.5, 129.0], [494.5, 130.0], [498.0, 131.0], [540.0, 325.5], [604.5, 59.5], [542.0, 386.5]]"
232,"I= Eedi
Tom and Katie are arguing about distance and coordinates.
Tom says (0,5) and (2,3) are equidistant from the origin.
Katie says (4, 1) and (-1,4) are equidistant from the origin.
Ⓒ Eedi 2018
A
Only
Tom
B
Who is correct?
Only
Katie
Both Tom
and Katie
D
Neither is
correct","[[48.0, 20.0], [323.0, 151.5], [41.0, 465.0], [93.0, 332.0], [93.0, 396.0], [242.0, 332.0], [322.0, 252.0], [242.5, 397.0], [400.0, 395.5], [540.0, 332.5], [545.5, 396.0]]"
233,"I= Eedi
A
never true
Ⓒ Eedi 2018
a, b and c are different numbers
α
b + c
=a ÷ (b + c)
Is the above relationship...
B
sometimes true
always true
D
Need more
information
VA","[[48.5, 20.0], [93.5, 332.5], [85.5, 389.0], [41.0, 465.0], [327.0, 91.0], [261.25, 173.0], [382.0, 173.5], [326.0, 257.0], [242.5, 332.0], [241.5, 396.0], [393.5, 388.5], [540.0, 332.5], [551.0, 398.0], [619.0, 21.0]]"
234,"I= Eedi
Ⓒ Eedi 2018
A
-9
What number belongs in the box?
(-2) (-7)=
-
B
5
C
9
D
-5
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 349.0], [91.0, 406.5], [330.5, 192.5], [251.0, 218.5], [242.0, 349.0], [241.0, 406.0], [391.0, 349.0], [389.5, 405.0], [540.5, 349.5], [537.5, 404.0], [619.0, 21.0]]"
235,"I= Eedi
P
(-3,6)
A
(-1,3)
Ⓒ Eedi 2018
y
R
(1,-2)
B
(-2,4)
X
Points P, Q and R are
equally spaced along the line
segment.
The coordinates of P and R
are marked on the diagram.
What are the coordinates
of Q?
(-1,2)
D
(-2,2)","[[48.5, 20.5], [67.5, 88.5], [93.0, 376.0], [93.0, 421.5], [40.5, 465.0], [179.5, 53.0], [281.5, 248.5], [243.5, 377.0], [243.0, 421.5], [340.0, 188.5], [499.0, 103.5], [494.5, 212.5], [485.0, 303.0], [393.0, 422.5], [541.0, 375.5], [542.5, 421.5]]"
236,"I= Eedi
How many pairs of
parallel sides does
this shape have?
Ⓒ Eedi 2018
A
0
B
1
2
D
4
PA","[[48.0, 21.0], [134.0, 150.0], [41.0, 465.0], [93.0, 327.0], [91.0, 379.0], [242.0, 326.0], [243.5, 379.5], [390.0, 378.0], [540.0, 326.5], [546.5, 377.5], [619.0, 21.0]]"
237,"I= Eedi
A
(0, -1)
Ⓒ Eedi 2018
y
4-
-3
-2
1-
0
--2
--3-
--4-
2
B
(-2,4)
X
The line segment is one
side of a square.
Which of the following
coordinates could be a
vertex of the square?
(2,-7)
D
(-4,2)","[[48.5, 20.5], [94.0, 375.0], [91.0, 427.0], [41.0, 464.5], [172.0, 51.5], [165.5, 79.0], [163.5, 107.5], [163.0, 136.5], [165.5, 166.0], [165.0, 201.5], [162.0, 252.0], [163.0, 280.5], [163.5, 309.5], [228.0, 202.5], [242.5, 378.5], [243.0, 427.0], [315.5, 195.5], [448.0, 115.5], [444.0, 221.5], [402.0, 425.5], [540.5, 375.5], [547.0, 425.5]]"
238,"I= Eedi
A
12°C
Ⓒ Eedi 2018
Monday
Tuesday
Wednesday
Thursday
Friday
What is the difference between the temperature at 1pm on
Thursday and the temperature at 1am on Wednesday?
B
Temperature C
10°C
1pm
+5
+8
+6
+7
+3
1am
-1
0
-4
-2
-6
3°C
D
11°C","[[48.5, 20.5], [81.0, 346.0], [82.0, 404.5], [41.0, 465.0], [209.5, 173.0], [317.0, 273.0], [251.0, 346.5], [392.0, 76.0], [253.0, 404.0], [331.0, 158.5], [452.5, 158.5], [409.5, 404.5], [572.0, 346.0], [573.5, 404.5]]"
239,"I= Eedi
Ⓒ Eedi 2018
A
1
4
B
219
314
-
4
Work out:
-
25
-
+
1
10
9
20
D
3
10","[[48.0, 20.0], [41.0, 465.0], [94.0, 283.0], [86.0, 351.5], [242.5, 283.0], [235.0, 352.0], [257.5, 137.0], [255.5, 153.0], [311.0, 72.0], [280.5, 142.0], [308.5, 138.5], [306.5, 142.0], [334.5, 141.0], [367.5, 138.5], [392.5, 353.5], [540.5, 282.5], [545.5, 353.5]]"
240,"I= Eedi
Ⓒ Eedi 2018
A
416
——
B
0
Work out:
1|2
-
314
X
2/3
2
12
-
D
5
12","[[48.0, 20.0], [41.0, 465.0], [93.0, 283.0], [104.5, 352.0], [94.0, 355.5], [242.5, 282.0], [244.0, 349.0], [311.0, 71.0], [262.5, 142.5], [287.5, 141.0], [314.0, 144.0], [352.5, 139.0], [395.5, 351.5], [522.5, 353.0], [540.5, 282.5], [547.0, 351.0]]"
241,"I= Eedi
A
103 020
Ⓒ Eedi 2018
In the Indian number system,
ten lakh, three thousand and twenty =
B
10 003 020
C
10 300 020
1 003 020","[[48.0, 20.0], [93.5, 316.0], [92.5, 379.5], [41.0, 465.0], [325.5, 153.5], [242.5, 316.0], [243.0, 379.0], [393.5, 316.0], [392.5, 379.0], [540.5, 378.5]]"
242,"I= Eedi
A
Ⓒ Eedi 2018
Statement 1: p-q=p+(-q)
Statement 2: -p− q = −q + (-p)
What can you say about the above statements,
where p and q represent different numbers?
Only statement
1 is true
B
Only
statement 2 is
true
Both
statements are
true
D
Both statements
are false
VA","[[48.0, 20.0], [95.5, 314.0], [41.0, 465.0], [326.0, 150.0], [96.0, 385.0], [244.0, 314.0], [248.0, 385.0], [397.0, 385.5], [542.5, 314.5], [545.0, 385.0], [619.0, 21.5]]"
243,"I= Eedi
What is the size of
angle p?
Ⓒ Eedi 2018
A
50°
B
80°
105°
80°
45°
130⁰
pº
D
55°
[not to scale]","[[48.0, 20.0], [133.5, 150.5], [41.0, 465.0], [93.0, 325.5], [90.5, 378.0], [242.0, 326.0], [242.0, 377.5], [350.0, 138.5], [330.0, 208.0], [390.0, 377.5], [433.5, 140.0], [496.5, 210.25], [540.0, 325.5], [540.0, 379.5], [599.0, 56.0]]"
244,"I= Eedi
Ⓒ Eedi 2018
A
Jo and Paul are arguing about adding fractions.
Jo says+ > 3
Only
Jo
Paul says
B
11
Only
Paul
-
Who is correct?
<4
Both Jo
and Paul
D
Neither is
correct
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 332.0], [308.0, 115.0], [93.0, 395.0], [260.0, 203.0], [242.0, 332.0], [318.0, 191.5], [242.0, 397.0], [314.5, 204.0], [309.5, 258.5], [383.5, 202.5], [400.5, 396.0], [540.0, 332.5], [545.5, 396.0], [619.0, 21.0]]"
245,"I= Eedi
A shape has an area of 4 cm²
Its lengths are enlarged by a scale factor
of 5.
What is the area of the enlarged shape?
A
20 cm²
Ⓒ Eedi 2018
B
40 cm²
80 cm²
*
D
100 cm²","[[48.5, 20.5], [203.5, 158.5], [93.5, 327.0], [90.5, 378.0], [41.0, 465.0], [242.0, 326.0], [241.0, 379.0], [399.5, 380.0], [508.5, 150.5], [540.0, 326.5], [549.0, 378.5]]"
246,"I= Eedi
Ⓒ Eedi 2018
A
13 cm
What is the perimeter of this shape?
B
18 cm
+
8 cm
5 cm
40 cm
[not to scale]
D
21 cm
VA","[[48.0, 21.0], [41.0, 465.0], [93.5, 327.0], [91.0, 379.0], [319.0, 91.0], [242.5, 326.0], [240.5, 380.0], [318.0, 261.5], [406.5, 177.0], [391.5, 379.0], [532.5, 253.0], [539.5, 326.5], [540.5, 377.5], [619.0, 21.0]]"
247,"I= Eedi
A
Ⓒ Eedi 2018
S
4 left and 2 up
T
2 right and 2 down
B
D
Shape S has been translated
to get shape T.
KX1
Describe how many squares
shape S has been moved
2 right and 1 up
4 right and 2 down","[[48.5, 20.5], [70.0, 342.0], [41.0, 464.5], [135.0, 152.0], [177.0, 338.0], [251.5, 214.5], [195.5, 408.0], [360.0, 342.0], [361.5, 410.0], [494.5, 128.5], [607.5, 23.0], [496.0, 207.0], [487.5, 338.5], [499.0, 409.0]]"
248,"I= Eedi
Ⓒ Eedi 2018
A
16
25 x 18 25 x (2 x
What should replace the star to make this
calculation correct?
B
18
C
9
D
36
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 316.0], [90.5, 377.5], [325.5, 152.0], [242.5, 316.0], [240.0, 378.5], [392.0, 316.0], [389.0, 378.0], [541.0, 315.5], [539.5, 376.5], [619.0, 21.0]]"
249,"I= Eedi
Ⓒ Eedi 2018
A
85
17 x 817 x 3 = 17 x
What belongs in the gap?
B
11
5
D
187","[[48.0, 20.0], [41.0, 465.0], [92.5, 343.0], [90.5, 394.0], [305.5, 168.5], [322.5, 234.5], [242.0, 342.0], [240.5, 395.5], [393.0, 395.0], [540.0, 341.5], [540.5, 395.5]]"
250,"I= Eedi
Ⓒ Eedi 2018
A
-16
12 ÷ (-4)
B
16
=
-3
D
3","[[48.0, 20.0], [41.0, 465.0], [127.5, 272.0], [127.5, 343.0], [318.5, 153.5], [269.0, 272.0], [261.0, 341.5], [399.0, 155.0], [391.5, 341.0], [517.0, 272.5], [519.5, 340.0]]"
251,"I= Eedi
What is the size of
angle r?
Ⓒ Eedi 2018
A
80°
B
100°
100⁰
70°
D
[not to scale]
Not enough
information","[[48.0, 20.0], [134.0, 150.0], [41.0, 465.0], [93.0, 327.0], [90.5, 377.5], [242.5, 326.0], [243.5, 379.0], [417.5, 131.5], [391.5, 378.0], [540.0, 326.5], [599.0, 56.0], [543.0, 385.5]]"
252,"I= Eedi
Starfish: -7 m
Shark: -9 m
Dolphin: -8.3 m
Arrange their depths in ascending order, starting with the deepest
Here are the depths below sea level of 3 creatures:
A
Ⓒ Eedi 2018
1st Dolphin
2nd Shark
3rd Starfish
B
1st Starfish
2nd Dolphin
3rd Shark
1st Shark
2nd Dolphin
3rd Starfish
1st Starfish
2nd Shark
3rd Dolphin","[[48.0, 20.0], [326.5, 167.0], [326.5, 65.0], [93.5, 283.5], [41.0, 465.0], [97.0, 374.5], [242.5, 283.0], [242.5, 374.0], [396.5, 374.5], [543.0, 375.5]]"
253,"I= Eedi
The fractions in the two circles
below add to give the fraction in
the circle above.
What should replace the question
mark?
Ⓒ Eedi 2018
A
11
35
B
31
35
C
LO
5
12
3
с со
5
?
D
10
217
5
35","[[48.0, 20.0], [190.5, 121.0], [189.5, 210.0], [41.0, 465.0], [92.5, 332.0], [93.5, 397.0], [242.0, 332.0], [247.0, 397.0], [391.0, 332.0], [393.5, 379.0], [393.5, 396.0], [451.0, 181.0], [451.0, 199.0], [451.0, 211.0], [507.5, 99.0], [540.0, 333.0], [549.5, 377.5], [563.0, 192.5], [548.0, 395.0]]"
254,"I= Eedi
Ⓒ Eedi 2018
A
17
Which of these is not a multiple of 34?
B
34
C
102
D
238","[[48.0, 20.0], [41.0, 465.0], [93.0, 283.0], [94.5, 347.0], [310.0, 164.5], [242.5, 283.0], [242.5, 347.5], [393.5, 283.0], [391.0, 347.0], [542.0, 282.5], [538.5, 347.0]]"
255,"I= Eedi
A
5n > n + 5
Ⓒ Eedi 2018
Which of the following statements is true
when n =-1?
B
5n <n +5
5n = n + 5
D
Not enough
information
VA","[[48.0, 20.0], [91.5, 273.0], [89.5, 325.5], [41.0, 465.0], [324.5, 140.5], [240.5, 273.0], [244.0, 325.5], [397.5, 326.0], [538.5, 272.5], [541.0, 333.0], [619.0, 21.5]]"
256,"I= Eedi
Which combination of
mathematical instruments has
been used to construct this
triangle?
A
Protractor
Compass
Ⓒ Eedi 2018
B
Ruler
Compass
6 cm
39°
Ruler
Protractor
Compass
8 cm
D
[not to scale]
Ruler
Protractor","[[48.5, 20.5], [157.5, 161.0], [96.5, 317.0], [96.5, 381.5], [41.0, 465.0], [246.0, 318.0], [247.5, 380.5], [400.0, 146.0], [392.0, 196.5], [393.5, 394.5], [484.0, 221.0], [544.0, 317.0], [599.0, 273.0], [541.5, 379.5]]"
257,"I= Eedi
Ⓒ Eedi 2018
A
2.2
B
Given that
8.5 x 2.2 18.7
=
8.5
what is
18.7 + 8.5?
C
3
Impossible
without a
calculator","[[48.0, 20.0], [41.0, 465.0], [94.0, 316.0], [91.5, 377.0], [242.5, 316.0], [326.0, 75.0], [327.5, 126.5], [241.0, 378.0], [326.5, 178.0], [326.5, 228.5], [392.0, 316.0], [389.5, 378.5], [546.5, 394.5]]"
